ProductKey,ProductAlternateKey,ProductSubcategoryKey,WeightUnitMeasureCode,SizeUnitMeasureCode,EnglishProductName,SpanishProductName,FrenchProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,EnglishDescription,,,,,,,,,StartDate,EndDate,Status
147,LW-3800,,,,Lock Washer 8,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
45,HJ-3824,,,,Thin-Jam Hex Nut 6,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
77,HT-2981,,,,Handlebar Tube,,,,FALSE,NA,800,600,,,NA,,1,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
180,RM-M464,,G  ,,LL Mountain Rim,,,,FALSE,NA,800,600,,,NA,435,0,,,L ,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
109,LJ-5161,,,,Thin-Jam Lock Nut 3,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
158,MP-2066,,,,Metal Plate 2,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
144,LW-1201,,,,Lock Washer 10,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
235,LJ-0192-X,21,,,Long-Sleeve Logo Jersey XL,Jersey con logotipo de manga larga SG,Maillot manches longues avec logo taille XL,31.7244,TRUE,Multi,4,3,48.0673,XL,XL,,0,S ,28.8404,,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
176,PB-6109,,,,Pinch Bolt,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
63,HN-3816,,,,Hex Nut 12,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
130,LN-5162,,,,Lock Nut 11,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
218,SO-B909-M,23,,,Mountain Bike Socks M,Calcetines para bicicleta de montaña M,Chaussettes de VTT taille M,3.3963,TRUE,White,4,3,9.5,M,M,,0,M ,5.7,,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
452,LT-H903,33,,,Headlights - Weatherproof,Luces: resistentes al agua,Feu avant étanche,18.5584,TRUE,NA,4,3,44.99,,NA,,0,R ,26.994,,,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
108,LJ-3824,,,,Thin-Jam Lock Nut 6,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
359,BK-M68B-38,1,LB ,CM ,Mountain-200 Black 38,Montaña: 200 negra 38,VTT 200 noir 38,1251.9813,TRUE,Black,100,75,2294.99,38,38-40 CM,23.35,4,M ,1376.994,H ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
411,FW-M762,17,,,ML Mountain Front Wheel,,,92.8071,TRUE,Black,500,375,209.025,,NA,,1,M ,125.415,M ,,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
423,RW-R762,17,G  ,,ML Road Rear Wheel,Rueda de carretera trasera GM,Roue arrière de vélo de route ML,122.2709,TRUE,Black,500,375,275.385,,NA,1000,1,R ,165.231,M ,,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
201,SL-0931,,,,Seat Lug,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
101,LJ-1213,,,,Thin-Jam Lock Nut 9,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
80,HU-8998,,,,HL Hub,,,,FALSE,NA,500,375,,,NA,,1,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
69,HN-5811,,,,Hex Nut 20,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
112,LJ-5818,,,,Thin-Jam Lock Nut 14,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
208,TP-0923,,,,Tension Pulley,,,,FALSE,NA,800,600,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
517,SE-M940,15,,,HL Mountain Seat/Saddle,,,23.3722,TRUE,NA,500,375,52.64,,NA,,1,M ,31.584,H ,,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
36,GT-1209,,,,ML Grip Tape,,,,FALSE,NA,800,600,,,NA,,0,,,M ,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
141,LR-8520,,,,Lower Head Race,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
165,MS-2341,,,,Metal Sheet 5,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
181,RM-M692,,G  ,,ML Mountain Rim,,,,FALSE,NA,800,600,,,NA,450,0,,,M ,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
125,LN-3416,,,,Lock Nut 23,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
115,LJ-9080,,,,Thin-Jam Lock Nut 12,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
303,FR-M94B-46,12,LB ,CM ,HL Mountain Frame - Black 46,,,739.041,TRUE,Black,500,375,1349.6,46,42-46 CM,2.84,1,M ,809.76,H ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
195,SA-T872,,,,HL Touring Seat Assembly,,,,FALSE,NA,500,375,,,NA,,1,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
155,MA-7075,,,,Metal Angle,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
202,SM-9087,,,,Stem,,,,FALSE,NA,500,375,,,NA,,1,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
163,MS-1981,,,,Metal Sheet 7,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
173,PA-529S,,,,Paint - Silver,,,,FALSE,NA,60,45,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
575,BK-T79U-54,3,LB ,CM ,Touring-1000 Blue 54,Paseo: 1000 azul 54,Vélo de randonnée 1000 bleu 54,1481.9379,TRUE,Blue,100,75,2384.07,54,54-58 CM,25.68,4,T ,1430.442,H ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
205,SS-2985,,,,Seat Stays,,,,FALSE,NA,800,600,,,NA,,1,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
100,LI-8000,,,,Internal Lock Washer 2,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
249,FR-R92R-52,14,LB ,CM ,HL Road Frame - Red 52,Cuadro de carretera GA: rojo 52,Cadre de vélo de route HL - rouge 52,868.6342,TRUE,Red,500,375,1431.5,52,48-52 CM,2.2,1,R ,858.9,H ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
401,HB-M918,4,,,HL Mountain Handlebars,,,48.5453,TRUE,NA,500,375,109.3364,,NA,,1,M ,65.6018,H ,,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
230,LJ-0192-M,21,,,Long-Sleeve Logo Jersey M,Jersey con logotipo de manga larga M,Maillot manches longues avec logo taille M,29.0807,TRUE,Multi,4,3,48.0673,M,M,,0,S ,28.8404,,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
424,RW-R820,17,G  ,,HL Road Rear Wheel,Rueda de carretera trasera GA,Roue arrière de vélo de route HL,158.5346,TRUE,Black,500,375,357.06,,NA,890,1,R ,214.236,H ,,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
27,FW-5160,,,,Flat Washer 3,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
57,HN-1220,,,,Hex Nut 17,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
236,LJ-0192-X,21,,,Long-Sleeve Logo Jersey XL,Jersey con logotipo de manga larga SG,Maillot manches longues avec logo taille XL,29.0807,TRUE,Multi,4,3,48.0673,XL,XL,,0,S ,28.8404,,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
391,FK-1639,10,,,LL Fork,Horquilla GB,Fourche LL,65.8097,TRUE,NA,500,375,148.22,,NA,,1,,88.932,L ,,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
263,FR-R38R-44,14,LB ,CM ,LL Road Frame - Red 44,Cuadro de carretera GB: rojo 44,Cadre de vélo de route LL - rouge 44,187.1571,TRUE,Red,500,375,337.22,44,42-46 CM,2.32,1,R ,202.332,L ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
262,FR-R38R-44,14,LB ,CM ,LL Road Frame - Red 44,Cuadro de carretera GB: rojo 44,Cadre de vélo de route LL - rouge 44,181.4857,TRUE,Red,500,375,306.5636,44,42-46 CM,2.32,1,R ,183.9382,L ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
295,FR-M94S-46,12,LB ,CM ,HL Mountain Frame - Silver 46,,,747.2002,TRUE,Silver,500,375,1364.5,46,42-46 CM,2.84,1,M ,818.7,H ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
46,HJ-5161,,,,Thin-Jam Hex Nut 3,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
186,RM-T801,,G  ,,Touring Rim,,,,FALSE,NA,800,600,,,NA,460,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
217,HL-U509,31,,,Sport-100 Helmet Black,Casco deportivo: 100 negro,Casque sport 100 noir,13.0863,TRUE,Black,4,3,34.99,,NA,,0,S ,20.994,,,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
136,LN-7162,,,,Lock Nut 15,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
190,SA-R127,,,,LL Road Seat Assembly,,,,FALSE,NA,500,375,,,NA,,1,,,L ,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
153,LW-8000,,,,Lock Washer 3,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
102,LJ-1220,,,,Thin-Jam Lock Nut 10,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
191,SA-R430,,,,ML Road Seat Assembly,,,,FALSE,NA,500,375,,,NA,,1,,,M ,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
206,ST-9828,,,,Seat Tube,,,,FALSE,NA,500,375,,,NA,,1,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
174,PA-632U,,,,Paint - Blue,,,,FALSE,NA,60,45,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
203,SP-2981,,,,Seat Post,,,,FALSE,NA,500,375,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
185,RM-R800,,G  ,,HL Road Rim,,,,FALSE,NA,800,600,,,NA,400,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
383,BK-R64Y-40,2,LB ,CM ,Road-550-W Yellow 40,Carretera: 550 para mujer amarilla 40,Vélo de route 550 -W - jaune 40,605.6492,TRUE,Yellow,100,75,1000.4375,40,38-40 CM,17.77,4,R ,600.2625,M ,W ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
257,FR-R38B-60,14,LB ,CM ,LL Road Frame - Black 60,Cuadro de carretera GB: negro 60,Cadre de vélo de route LL - noir 60,170.1428,TRUE,Black,500,375,306.5636,60,60-62 CM,2.48,1,R ,183.9382,L ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
146,LW-3400,,,,Lock Washer 13,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
132,LN-5811,,,,Lock Nut 20,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
403,HB-R504,4,,,LL Road Handlebars,Manillar de carretera GB,Poignées de vélo de route LL,17.978,TRUE,NA,500,375,40.4909,,NA,,1,R ,24.2945,L ,,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
275,FR-R72R-48,14,LB ,CM ,ML Road Frame - Red 48,Cuadro de carretera GM: rojo 48,Cadre de vélo de route ML - rouge 48,352.1394,TRUE,Red,500,375,594.83,48,48-52 CM,2.26,1,R ,356.898,M ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
120,LN-1220,,,,Lock Nut 17,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
454,SH-M897-L,22,,,Men's Sports Shorts L,Pantalones cortos de deporte para hombre G,Cuissards de route pour hommes taille L,24.7459,TRUE,Black,4,3,59.99,L,L,,0,S ,35.994,,M ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
304,FR-M94B-38,12,LB ,CM ,HL Mountain Frame - Black 38,,,617.0281,TRUE,Black,500,375,1191.1739,38,38-40 CM,2.68,2,M ,714.7043,H ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
238,FR-R92R-62,14,LB ,CM ,HL Road Frame - Red 62,Cuadro de carretera GA: rojo 62,Cadre de vélo de route HL - rouge 62,747.9682,TRUE,Red,500,375,1263.4598,62,60-62 CM,2.3,1,R ,758.0759,H ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
414,FW-R762,17,G  ,,ML Road Front Wheel,Rueda de carretera delantera GM,Roue avant de vélo de route ML,110.2829,TRUE,Black,500,375,248.385,,NA,850,1,R ,149.031,M ,,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
172,PA-361R,,,,Paint - Red,,,,FALSE,NA,60,45,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
97,LI-5800,,,,Internal Lock Washer 10,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
93,LI-1201,,,,Internal Lock Washer 9,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
248,FR-R92R-52,14,LB ,CM ,HL Road Frame - Red 52,Cuadro de carretera GA: rojo 52,Cadre de vélo de route HL - rouge 52,722.2568,TRUE,Red,500,375,1301.3636,52,48-52 CM,2.2,1,R ,780.8182,H ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
214,HL-U509-R,31,,,Sport-100 Helmet Red,Casco deportivo: 100 rojo,Casque sport 100 rouge,13.0863,TRUE,Red,4,3,34.99,,NA,,0,S ,20.994,,,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
425,RW-T905,17,,,Touring Rear Wheel,Rueda de paseo trasera,Roue arrière de vélo de randonnée,108.7844,TRUE,Black,500,375,245.01,,NA,,1,T ,147.006,,,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
74,HN-8320,,,,Hex Nut 4,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
375,BK-R89B-48,2,LB ,CM ,Road-250 Black 48,Carretera: 250 negra 48,Vélo de route 250 noir 48,1320.6838,TRUE,Black,100,75,2181.5625,48,48-52 CM,15.13,4,R ,1308.9375,H ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
291,FR-M94S-44,12,LB ,CM ,HL Mountain Frame - Silver 44,,,706.811,TRUE,Silver,500,375,1364.5,44,42-46 CM,2.76,1,M ,818.7,H ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
299,FR-M94B-44,12,LB ,CM ,HL Mountain Frame - Black 44,,,699.0928,TRUE,Black,500,375,1349.6,44,42-46 CM,2.76,1,M ,809.76,H ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
157,MB-6061,,,,Metal Bar 2,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
129,LN-5161,,,,Lock Nut 10,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
546,PD-R563,13,G  ,,ML Road Pedal,Pedal de carretera GM,Pédale de vélo de route ML,27.568,TRUE,Silver/Black,500,375,62.09,,NA,168,1,R ,37.254,M ,,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
244,FR-R92R-48,14,LB ,CM ,HL Road Frame - Red 48,Cuadro de carretera GA: rojo 48,Cadre de vélo de route HL - rouge 48,747.9682,TRUE,Red,500,375,1263.4598,48,48-52 CM,2.16,1,R ,758.0759,H ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
178,RA-7490,,,,Cone-Shaped Race,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
204,SR-2098,,,,Steerer,,,,FALSE,NA,500,375,,,NA,,1,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
213,HL-U509-R,31,,,Sport-100 Helmet Red,Casco deportivo: 100 rojo,Casque sport 100 rouge,13.8782,TRUE,Red,4,3,33.6442,,NA,,0,S ,20.1865,,,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
209,RC-0291,,,,Rear Derailleur Cage,,,,FALSE,Silver,500,375,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
113,LJ-7161,,,,Thin-Jam Lock Nut 7,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
246,FR-R92R-48,14,LB ,CM ,HL Road Frame - Red 48,Cuadro de carretera GA: rojo 48,Cadre de vélo de route HL - rouge 48,868.6342,TRUE,Red,500,375,1431.5,48,48-52 CM,2.16,1,R ,858.9,H ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
122,LN-1420,,,,Lock Nut 8,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
300,FR-M94B-48,12,LB ,CM ,HL Mountain Frame - Black 48,,,699.0928,TRUE,Black,500,375,1349.6,48,48-52 CM,2.8,1,M ,809.76,H ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
281,FR-R38B-44,14,LB ,CM ,LL Road Frame - Black 44,Cuadro de carretera GB: negro 44,Cadre de vélo de route LL - noir 44,204.6251,TRUE,Black,500,375,337.22,44,42-46 CM,2.32,1,R ,202.332,L ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
234,LJ-0192-L,21,,,Long-Sleeve Logo Jersey L,Jersey con logotipo de manga larga G,Maillot manches longues avec logo taille L,38.4923,TRUE,Multi,4,3,49.99,L,L,,0,S ,29.994,,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
409,FR-M63B-38,12,LB ,CM ,ML Mountain Frame - Black 38,,,185.8193,TRUE,Black,500,375,348.76,38,38-40 CM,2.73,2,M ,209.256,M ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
90,LE-8000,,,,External Lock Washer 2,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
67,HN-5162,,,,Hex Nut 11,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
242,FR-R92R-44,14,LB ,CM ,HL Road Frame - Red 44,Cuadro de carretera GA: rojo 44,Cadre de vélo de route HL - rouge 44,722.2568,TRUE,Red,500,375,1301.3636,44,42-46 CM,2.12,1,R ,780.8182,H ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
369,BK-R89R-48,2,LB ,CM ,Road-250 Red 48,Carretera: 250 roja 48,Vélo de route 250 rouge 48,1518.7864,TRUE,Red,100,75,2443.35,48,48-52 CM,15.13,4,R ,1466.01,H ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
523,SE-T924,15,,,HL Touring Seat/Saddle,Sillín/asiento de paseo GA,Selle de vélo de randonnée HL,23.3722,TRUE,NA,500,375,52.64,,NA,,1,T ,31.584,H ,,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
307,FR-M94S-38,12,LB ,CM ,HL Mountain Frame - Silver 38,,,623.8403,TRUE,Silver,500,375,1204.3248,38,38-40 CM,2.68,2,M ,722.5949,H ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
119,LN-1213,,,,Lock Nut 16,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
192,SA-R522,,,,HL Road Seat Assembly,,,,FALSE,NA,500,375,,,NA,,1,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
280,FR-R38B-44,14,LB ,CM ,LL Road Frame - Black 44,Cuadro de carretera GB: negro 44,Cadre de vélo de route LL - noir 44,170.1428,TRUE,Black,500,375,306.5636,44,42-46 CM,2.32,1,R ,183.9382,L ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
404,HB-R504,4,,,LL Road Handlebars,Manillar de carretera GB,Poignées de vélo de route LL,19.7758,TRUE,NA,500,375,44.54,,NA,,1,R ,26.724,L ,,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
243,FR-R92R-44,14,LB ,CM ,HL Road Frame - Red 44,Cuadro de carretera GA: rojo 44,Cadre de vélo de route HL - rouge 44,868.6342,TRUE,Red,500,375,1431.5,44,42-46 CM,2.12,1,R ,858.9,H ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
198,SH-4562,,,,LL Shell,,,,FALSE,NA,800,600,,,NA,,0,,,L ,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
126,LN-3816,,,,Lock Nut 12,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
215,HL-U509,31,,,Sport-100 Helmet Black,Casco deportivo: 100 negro,Casque sport 100 noir,12.0278,TRUE,Black,4,3,33.6442,,NA,,0,S ,20.1865,,,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
220,HL-U509-B,31,,,Sport-100 Helmet Blue,Casco deportivo: 100 azul,Casque sport 100 bleu,12.0278,TRUE,Blue,4,3,33.6442,,NA,,0,S ,20.1865,,,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
290,FR-M94S-42,12,LB ,CM ,HL Mountain Frame - Silver 42,,,747.2002,TRUE,Silver,500,375,1364.5,42,42-46 CM,2.72,1,M ,818.7,H ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
256,FR-R38B-60,14,LB ,CM ,LL Road Frame - Black 60,Cuadro de carretera GB: negro 60,Cadre de vélo de route LL - noir 60,176.1997,TRUE,Black,500,375,297.6346,60,60-62 CM,2.48,1,R ,178.5808,L ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
289,FR-M94S-42,12,LB ,CM ,HL Mountain Frame - Silver 42,,,660.9142,TRUE,Silver,500,375,1240.4545,42,42-46 CM,2.72,1,M ,744.2727,H ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
418,FR-R72Y-38,14,LB ,CM ,ML Road Frame-W - Yellow 38,Cuadro de carretera para mujer GM: amarillo 38,Cadre de route ML -W - jaune 38,360.9428,TRUE,Yellow,500,375,594.83,38,38-40 CM,2.18,2,R ,356.898,M ,W ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
277,FR-R72R-58,14,LB ,CM ,ML Road Frame - Red 58,Cuadro de carretera GM: rojo 58,Cadre de vélo de route ML - rouge 58,352.1394,TRUE,Red,500,375,594.83,58,54-58 CM,2.36,1,R ,356.898,M ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
148,LW-4000,,,,Lock Washer 1,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
207,TO-2301,,,,Top Tube,,,,FALSE,NA,500,375,,,NA,,1,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
308,FR-M94S-38,12,LB ,CM ,HL Mountain Frame - Silver 38,,,660.9142,TRUE,Silver,500,375,1240.4545,38,38-40 CM,2.68,2,M ,744.2727,H ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
310,BK-R93R-62,2,LB ,CM ,Road-150 Red 62,Carretera: 150 roja 62,Vélo de route 150 rouge 62,2171.2942,TRUE,Red,100,75,3578.27,62,60-62 CM,15,4,R ,2146.962,H ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
177,RA-2345,,,,Cup-Shaped Race,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
495,FR-T98Y-50,16,LB ,CM ,HL Touring Frame - Yellow 50,Cuadro de paseo GA: amarillo 50,Cadre de vélo de randonnée HL - jaune 50,601.7437,TRUE,Yellow,500,375,1003.91,50,48-52 CM,3,1,T ,602.346,H ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
